symbol,price,volume,timestamp
AMZN,184.61,260,2026-04-16T15:01:35.498701+00:00
TSLA,175.04,151,2026-04-16T15:01:35.599565+00:00
AMZN,184.67,379,2026-04-16T15:01:35.700297+00:00
AMZN,184.64,404,2026-04-16T15:01:35.801213+00:00
GOOGL,139.45,261,2026-04-16T15:01:35.902189+00:00
AAPL,181.25,450,2026-04-16T15:01:36.002659+00:00
TSLA,175.16,268,2026-04-16T15:01:36.103470+00:00
GOOGL,139.27,323,2026-04-16T15:01:36.204174+00:00
AMZN,184.48,111,2026-04-16T15:01:36.304903+00:00
AAPL,181.61,418,2026-04-16T15:01:36.405610+00:00
MSFT,414.05,454,2026-04-16T15:01:36.506452+00:00
MSFT,414.02,61,2026-04-16T15:01:36.607348+00:00
TSLA,175.53,28,2026-04-16T15:01:36.708322+00:00
AAPL,181.67,280,2026-04-16T15:01:36.809242+00:00
AMZN,184.73,146,2026-04-16T15:01:36.910156+00:00
AMZN,184.24,315,2026-04-16T15:01:37.011063+00:00
AMZN,184.3,496,2026-04-16T15:01:37.111458+00:00
TSLA,175.49,147,2026-04-16T15:01:37.211885+00:00
AMZN,183.8,296,2026-04-16T15:01:37.312637+00:00
AMZN,183.85,458,2026-04-16T15:01:37.413473+00:00
AAPL,181.94,453,2026-04-16T15:01:37.514363+00:00
AAPL,182.22,334,2026-04-16T15:01:37.615206+00:00
AMZN,183.99,296,2026-04-16T15:01:37.715679+00:00
AMZN,184.12,109,2026-04-16T15:01:37.816539+00:00
MSFT,414.32,164,2026-04-16T15:01:37.916972+00:00
GOOGL,139.34,202,2026-04-16T15:01:38.017347+00:00
GOOGL,139.44,170,2026-04-16T15:01:38.118516+00:00
TSLA,175.41,229,2026-04-16T15:01:38.219375+00:00
GOOGL,139.4,317,2026-04-16T15:01:38.319796+00:00
TSLA,175.88,372,2026-04-16T15:01:38.420679+00:00
MSFT,413.93,364,2026-04-16T15:01:38.521560+00:00
AMZN,183.76,452,2026-04-16T15:01:38.622272+00:00
AAPL,182.72,365,2026-04-16T15:01:38.723020+00:00
AAPL,182.4,329,2026-04-16T15:01:38.823896+00:00
TSLA,176.0,395,2026-04-16T15:01:38.924347+00:00
AAPL,182.18,272,2026-04-16T15:01:39.025222+00:00
MSFT,414.04,236,2026-04-16T15:01:39.126096+00:00
GOOGL,139.87,222,2026-04-16T15:01:39.226952+00:00
GOOGL,140.19,192,2026-04-16T15:01:39.327990+00:00
TSLA,176.01,320,2026-04-16T15:01:39.428451+00:00
AAPL,182.04,356,2026-04-16T15:01:39.529406+00:00
AMZN,183.65,346,2026-04-16T15:01:39.630334+00:00
MSFT,413.88,470,2026-04-16T15:01:39.731165+00:00
GOOGL,140.06,111,2026-04-16T15:01:39.831987+00:00
TSLA,175.53,261,2026-04-16T15:01:39.932931+00:00
GOOGL,139.85,77,2026-04-16T15:01:40.033408+00:00
AMZN,183.93,316,2026-04-16T15:01:40.134331+00:00
TSLA,175.26,129,2026-04-16T15:01:40.235227+00:00
GOOGL,140.08,375,2026-04-16T15:01:40.335907+00:00
GOOGL,139.85,236,2026-04-16T15:01:40.436602+00:00
AMZN,183.65,14,2026-04-16T15:01:40.536964+00:00
GOOGL,139.77,28,2026-04-16T15:01:40.637609+00:00
AMZN,183.94,263,2026-04-16T15:01:40.738317+00:00
MSFT,413.58,419,2026-04-16T15:01:40.839174+00:00
GOOGL,139.86,154,2026-04-16T15:01:40.940038+00:00
AAPL,182.39,487,2026-04-16T15:01:41.040856+00:00
AAPL,182.46,61,2026-04-16T15:01:41.141693+00:00
AMZN,183.69,89,2026-04-16T15:01:41.242079+00:00
MSFT,413.71,224,2026-04-16T15:01:41.342807+00:00
AAPL,182.83,449,2026-04-16T15:01:41.443227+00:00
GOOGL,139.94,490,2026-04-16T15:01:41.544022+00:00
AMZN,183.87,313,2026-04-16T15:01:41.644906+00:00
GOOGL,139.92,427,2026-04-16T15:01:41.745905+00:00
MSFT,413.29,134,2026-04-16T15:01:41.846851+00:00
AAPL,182.93,146,2026-04-16T15:01:41.947764+00:00
TSLA,175.29,241,2026-04-16T15:01:42.048612+00:00
AAPL,183.31,134,2026-04-16T15:01:42.148290+00:00
GOOGL,139.92,179,2026-04-16T15:01:42.249274+00:00
TSLA,175.67,62,2026-04-16T15:01:42.350132+00:00
AMZN,184.27,495,2026-04-16T15:01:42.451011+00:00
GOOGL,139.79,229,2026-04-16T15:01:42.551786+00:00
AMZN,184.11,268,2026-04-16T15:01:42.652229+00:00
AMZN,183.75,411,2026-04-16T15:01:42.752709+00:00
TSLA,176.12,483,2026-04-16T15:01:42.853539+00:00
TSLA,175.71,154,2026-04-16T15:01:42.953909+00:00
MSFT,413.17,47,2026-04-16T15:01:43.054813+00:00
AMZN,183.3,233,2026-04-16T15:01:43.155813+00:00
AAPL,183.15,287,2026-04-16T15:01:43.256669+00:00
AMZN,183.15,121,2026-04-16T15:01:43.357761+00:00
TSLA,175.89,443,2026-04-16T15:01:43.458726+00:00
GOOGL,139.39,314,2026-04-16T15:01:43.559180+00:00
GOOGL,139.78,404,2026-04-16T15:01:43.660049+00:00
AMZN,183.32,376,2026-04-16T15:01:43.761037+00:00
AAPL,183.21,47,2026-04-16T15:01:43.861995+00:00
MSFT,413.56,165,2026-04-16T15:01:43.963041+00:00
AMZN,183.31,24,2026-04-16T15:01:44.064280+00:00
TSLA,176.11,249,2026-04-16T15:01:44.164832+00:00
TSLA,175.89,491,2026-04-16T15:01:44.266183+00:00
GOOGL,139.32,389,2026-04-16T15:01:44.367253+00:00
TSLA,176.27,80,2026-04-16T15:01:44.467971+00:00
AMZN,182.86,55,2026-04-16T15:01:44.568946+00:00
TSLA,176.03,264,2026-04-16T15:01:44.669532+00:00
TSLA,175.58,251,2026-04-16T15:01:44.770634+00:00
MSFT,413.52,219,2026-04-16T15:01:44.871450+00:00
GOOGL,139.02,371,2026-04-16T15:01:44.972117+00:00
AMZN,182.94,159,2026-04-16T15:01:45.073033+00:00
MSFT,413.1,14,2026-04-16T15:01:45.173885+00:00
TSLA,175.51,393,2026-04-16T15:01:45.274661+00:00
TSLA,175.21,261,2026-04-16T15:01:45.375362+00:00
AMZN,182.45,51,2026-04-16T15:01:45.476060+00:00
MSFT,413.31,32,2026-04-16T15:01:45.576960+00:00
GOOGL,139.05,393,2026-04-16T15:01:45.677957+00:00
MSFT,413.42,261,2026-04-16T15:01:45.778858+00:00
AAPL,183.37,135,2026-04-16T15:01:45.879595+00:00
AMZN,182.57,393,2026-04-16T15:01:45.980430+00:00
MSFT,412.99,456,2026-04-16T15:01:46.081482+00:00
TSLA,175.35,340,2026-04-16T15:01:46.182425+00:00
MSFT,413.18,72,2026-04-16T15:01:46.283174+00:00
AAPL,183.41,379,2026-04-16T15:01:46.384069+00:00
MSFT,413.53,489,2026-04-16T15:01:46.484989+00:00
AMZN,182.37,467,2026-04-16T15:01:46.586546+00:00
AMZN,182.61,66,2026-04-16T15:01:46.687416+00:00
AMZN,182.24,233,2026-04-16T15:01:46.788571+00:00
AAPL,183.83,476,2026-04-16T15:01:46.889847+00:00
AAPL,183.7,53,2026-04-16T15:01:46.991108+00:00
TSLA,175.39,273,2026-04-16T15:01:47.092028+00:00
AAPL,183.88,129,2026-04-16T15:01:47.192687+00:00
MSFT,413.06,185,2026-04-16T15:01:47.293514+00:00
TSLA,175.01,486,2026-04-16T15:01:47.394390+00:00
AAPL,184.36,368,2026-04-16T15:01:47.495520+00:00
AMZN,182.57,361,2026-04-16T15:01:47.595972+00:00
TSLA,175.2,260,2026-04-16T15:01:47.696864+00:00
TSLA,175.44,352,2026-04-16T15:01:47.797646+00:00
TSLA,175.75,286,2026-04-16T15:01:47.898530+00:00
TSLA,175.88,16,2026-04-16T15:01:48.000366+00:00
MSFT,413.04,79,2026-04-16T15:01:48.101222+00:00
GOOGL,138.8,441,2026-04-16T15:01:48.202224+00:00
AMZN,182.6,85,2026-04-16T15:01:48.303487+00:00
MSFT,412.57,446,2026-04-16T15:01:48.404524+00:00
MSFT,412.78,188,2026-04-16T15:01:48.506143+00:00
AMZN,182.87,223,2026-04-16T15:01:48.606996+00:00
MSFT,412.96,25,2026-04-16T15:01:48.707658+00:00
AAPL,184.3,368,2026-04-16T15:01:48.808380+00:00
MSFT,413.21,108,2026-04-16T15:01:48.909250+00:00
AMZN,183.01,302,2026-04-16T15:01:49.009939+00:00
GOOGL,138.34,96,2026-04-16T15:01:49.110739+00:00
AAPL,183.91,90,2026-04-16T15:01:49.211658+00:00
TSLA,175.55,43,2026-04-16T15:01:49.312676+00:00
GOOGL,138.69,449,2026-04-16T15:01:49.413830+00:00
AMZN,183.41,391,2026-04-16T15:01:49.514690+00:00
AAPL,183.97,19,2026-04-16T15:01:49.615575+00:00
GOOGL,138.21,43,2026-04-16T15:01:49.716497+00:00
AAPL,183.94,28,2026-04-16T15:01:49.817434+00:00
GOOGL,138.25,253,2026-04-16T15:01:49.918321+00:00
GOOGL,138.69,460,2026-04-16T15:01:50.019149+00:00
AAPL,183.57,170,2026-04-16T15:01:50.120059+00:00
GOOGL,138.22,100,2026-04-16T15:01:50.220767+00:00
GOOGL,138.19,220,2026-04-16T15:01:50.321706+00:00
TSLA,175.56,428,2026-04-16T15:01:50.422939+00:00
AAPL,183.8,472,2026-04-16T15:01:50.523787+00:00
TSLA,175.14,146,2026-04-16T15:01:50.624300+00:00
AAPL,183.99,37,2026-04-16T15:01:50.725295+00:00
AMZN,183.88,422,2026-04-16T15:01:50.826219+00:00
MSFT,413.56,337,2026-04-16T15:01:50.927167+00:00
AMZN,184.3,109,2026-04-16T15:01:51.027979+00:00
AAPL,184.43,72,2026-04-16T15:01:51.128804+00:00
TSLA,174.66,256,2026-04-16T15:01:51.229530+00:00
TSLA,174.5,225,2026-04-16T15:01:51.330685+00:00
AAPL,184.54,204,2026-04-16T15:01:51.431089+00:00
GOOGL,138.51,420,2026-04-16T15:01:51.531992+00:00
TSLA,174.13,22,2026-04-16T15:01:51.632743+00:00
TSLA,174.39,407,2026-04-16T15:01:51.733623+00:00
MSFT,413.22,328,2026-04-16T15:01:51.834458+00:00
TSLA,174.87,466,2026-04-16T15:01:51.935179+00:00
AAPL,185.04,38,2026-04-16T15:01:52.035891+00:00
MSFT,413.41,103,2026-04-16T15:01:52.136800+00:00
TSLA,174.66,181,2026-04-16T15:01:52.237645+00:00
GOOGL,138.22,155,2026-04-16T15:01:52.338458+00:00
AAPL,184.62,467,2026-04-16T15:01:52.439318+00:00
TSLA,174.24,295,2026-04-16T15:01:52.540038+00:00
AMZN,184.33,418,2026-04-16T15:01:52.641022+00:00
AAPL,184.9,475,2026-04-16T15:01:52.741906+00:00
MSFT,413.39,257,2026-04-16T15:01:52.842713+00:00
MSFT,413.19,369,2026-04-16T15:01:52.943496+00:00
AAPL,184.41,171,2026-04-16T15:01:53.044415+00:00
AMZN,184.77,478,2026-04-16T15:01:53.145276+00:00
GOOGL,138.12,206,2026-04-16T15:01:53.246191+00:00
AAPL,184.9,346,2026-04-16T15:01:53.346919+00:00
GOOGL,138.01,424,2026-04-16T15:01:53.447729+00:00
AAPL,184.58,74,2026-04-16T15:01:53.548229+00:00
AMZN,184.48,321,2026-04-16T15:01:53.648982+00:00
AAPL,184.44,340,2026-04-16T15:01:53.749874+00:00
GOOGL,138.03,392,2026-04-16T15:01:53.850771+00:00
GOOGL,138.53,93,2026-04-16T15:01:53.951649+00:00
TSLA,174.24,429,2026-04-16T15:01:54.052493+00:00
TSLA,174.48,140,2026-04-16T15:01:54.153441+00:00
TSLA,174.17,160,2026-04-16T15:01:54.254123+00:00
AMZN,184.45,144,2026-04-16T15:01:54.355063+00:00
AAPL,184.06,254,2026-04-16T15:01:54.455832+00:00
TSLA,174.45,276,2026-04-16T15:01:54.556653+00:00
AAPL,183.89,492,2026-04-16T15:01:54.657535+00:00
TSLA,174.2,493,2026-04-16T15:01:54.758467+00:00
MSFT,413.16,395,2026-04-16T15:01:54.859774+00:00
GOOGL,138.6,312,2026-04-16T15:01:54.960950+00:00
MSFT,413.49,468,2026-04-16T15:01:55.061854+00:00
AMZN,184.02,326,2026-04-16T15:01:55.162782+00:00
MSFT,413.93,337,2026-04-16T15:01:55.263825+00:00
MSFT,414.34,416,2026-04-16T15:01:55.364647+00:00
GOOGL,138.26,126,2026-04-16T15:01:55.465578+00:00
GOOGL,138.53,367,2026-04-16T15:01:55.566039+00:00
MSFT,414.07,32,2026-04-16T15:01:55.666965+00:00
TSLA,174.54,111,2026-04-16T15:01:55.767842+00:00
MSFT,414.42,123,2026-04-16T15:01:55.868550+00:00
GOOGL,138.38,338,2026-04-16T15:01:55.969463+00:00
AMZN,184.48,132,2026-04-16T15:01:56.070244+00:00
TSLA,174.95,297,2026-04-16T15:01:56.171127+00:00
AAPL,183.97,394,2026-04-16T15:01:56.271975+00:00
AAPL,184.08,53,2026-04-16T15:01:56.373093+00:00
GOOGL,138.0,129,2026-04-16T15:01:56.474099+00:00
TSLA,174.5,56,2026-04-16T15:01:56.575018+00:00
GOOGL,137.97,210,2026-04-16T15:01:56.676020+00:00
MSFT,414.75,58,2026-04-16T15:01:56.776984+00:00
MSFT,414.99,452,2026-04-16T15:01:56.877926+00:00
TSLA,174.91,420,2026-04-16T15:01:56.978925+00:00
TSLA,174.94,368,2026-04-16T15:01:57.079774+00:00
MSFT,414.84,49,2026-04-16T15:01:57.180583+00:00
MSFT,415.25,272,2026-04-16T15:01:57.281427+00:00
AAPL,183.86,51,2026-04-16T15:01:57.382243+00:00
TSLA,175.23,440,2026-04-16T15:01:57.483070+00:00
AAPL,183.77,71,2026-04-16T15:01:57.583826+00:00
AMZN,184.71,80,2026-04-16T15:01:57.684259+00:00
MSFT,415.58,106,2026-04-16T15:01:57.785163+00:00
AAPL,183.39,413,2026-04-16T15:01:57.885882+00:00
MSFT,415.29,411,2026-04-16T15:01:57.986769+00:00
AMZN,184.41,473,2026-04-16T15:01:58.087650+00:00
TSLA,175.25,280,2026-04-16T15:01:58.188572+00:00
AAPL,183.11,189,2026-04-16T15:01:58.289541+00:00
AAPL,183.03,87,2026-04-16T15:01:58.390409+00:00
GOOGL,138.23,493,2026-04-16T15:01:58.491342+00:00
AMZN,183.97,178,2026-04-16T15:01:58.592450+00:00
TSLA,175.1,306,2026-04-16T15:01:58.693200+00:00
MSFT,414.91,299,2026-04-16T15:01:58.793621+00:00
AAPL,183.15,384,2026-04-16T15:01:58.894317+00:00
GOOGL,138.3,83,2026-04-16T15:01:58.995235+00:00
MSFT,414.69,444,2026-04-16T15:01:59.096110+00:00
GOOGL,138.3,173,2026-04-16T15:01:59.197117+00:00
AMZN,184.05,223,2026-04-16T15:01:59.297892+00:00
AMZN,184.01,491,2026-04-16T15:01:59.398620+00:00
AAPL,182.92,370,2026-04-16T15:01:59.499530+00:00
AAPL,183.41,210,2026-04-16T15:01:59.600446+00:00
TSLA,175.36,296,2026-04-16T15:01:59.700929+00:00
MSFT,415.15,440,2026-04-16T15:01:59.801352+00:00
GOOGL,137.99,163,2026-04-16T15:01:59.902320+00:00
AMZN,184.07,274,2026-04-16T15:02:00.003062+00:00
TSLA,175.24,87,2026-04-16T15:02:00.104023+00:00
TSLA,174.74,110,2026-04-16T15:02:00.204933+00:00
MSFT,415.6,250,2026-04-16T15:02:00.305671+00:00
AMZN,184.44,84,2026-04-16T15:02:00.406057+00:00
AMZN,184.62,340,2026-04-16T15:02:00.506905+00:00
MSFT,415.15,31,2026-04-16T15:02:00.607237+00:00
AAPL,183.13,244,2026-04-16T15:02:00.708177+00:00
AAPL,183.43,353,2026-04-16T15:02:00.809439+00:00
AAPL,183.69,181,2026-04-16T15:02:00.910336+00:00
AAPL,183.35,363,2026-04-16T15:02:01.011107+00:00
TSLA,175.21,305,2026-04-16T15:02:01.111919+00:00
AMZN,184.36,67,2026-04-16T15:02:01.212674+00:00
GOOGL,138.32,239,2026-04-16T15:02:01.313389+00:00
GOOGL,138.44,60,2026-04-16T15:02:01.414334+00:00
MSFT,414.68,141,2026-04-16T15:02:01.515126+00:00
GOOGL,138.07,492,2026-04-16T15:02:01.616079+00:00
MSFT,414.89,86,2026-04-16T15:02:01.717169+00:00
GOOGL,138.26,156,2026-04-16T15:02:01.818213+00:00
TSLA,175.08,18,2026-04-16T15:02:01.919112+00:00
TSLA,175.01,55,2026-04-16T15:02:02.019995+00:00
MSFT,414.87,95,2026-04-16T15:02:02.120942+00:00
GOOGL,138.06,489,2026-04-16T15:02:02.221359+00:00
MSFT,414.43,341,2026-04-16T15:02:02.322309+00:00
TSLA,175.21,72,2026-04-16T15:02:02.422768+00:00
AAPL,183.59,69,2026-04-16T15:02:02.523573+00:00
TSLA,175.26,463,2026-04-16T15:02:02.624368+00:00
AMZN,184.54,81,2026-04-16T15:02:02.724771+00:00
AAPL,183.69,165,2026-04-16T15:02:02.825610+00:00
MSFT,414.05,186,2026-04-16T15:02:02.926419+00:00
TSLA,174.98,26,2026-04-16T15:02:03.027214+00:00
AAPL,184.02,327,2026-04-16T15:02:03.128134+00:00
AMZN,184.48,76,2026-04-16T15:02:03.229045+00:00
TSLA,175.44,231,2026-04-16T15:02:03.329894+00:00
AMZN,184.92,130,2026-04-16T15:02:03.430830+00:00
GOOGL,138.01,462,2026-04-16T15:02:03.531888+00:00
AAPL,183.7,47,2026-04-16T15:02:03.632747+00:00
AAPL,183.35,204,2026-04-16T15:02:03.733671+00:00
MSFT,413.59,92,2026-04-16T15:02:03.834126+00:00
MSFT,413.66,77,2026-04-16T15:02:03.935023+00:00
GOOGL,138.22,365,2026-04-16T15:02:04.035769+00:00
GOOGL,138.37,304,2026-04-16T15:02:04.136697+00:00
TSLA,175.13,16,2026-04-16T15:02:04.237177+00:00
AMZN,185.27,129,2026-04-16T15:02:04.337712+00:00
TSLA,174.81,337,2026-04-16T15:02:04.438660+00:00
AMZN,185.46,180,2026-04-16T15:02:04.539521+00:00
TSLA,174.4,13,2026-04-16T15:02:04.640321+00:00
GOOGL,138.15,363,2026-04-16T15:02:04.741399+00:00
AAPL,183.47,279,2026-04-16T15:02:04.842362+00:00
MSFT,413.19,244,2026-04-16T15:02:04.943247+00:00
GOOGL,138.45,42,2026-04-16T15:02:05.044022+00:00
TSLA,174.35,343,2026-04-16T15:02:05.144995+00:00
AAPL,183.95,401,2026-04-16T15:02:05.245694+00:00
AMZN,185.01,283,2026-04-16T15:02:05.346486+00:00
AAPL,184.06,126,2026-04-16T15:02:05.447333+00:00
TSLA,174.56,376,2026-04-16T15:02:05.548206+00:00
GOOGL,138.17,308,2026-04-16T15:02:05.649215+00:00
AMZN,184.66,294,2026-04-16T15:02:05.749753+00:00
AMZN,184.64,361,2026-04-16T15:02:05.850623+00:00
AMZN,184.52,361,2026-04-16T15:02:05.951467+00:00
AAPL,184.18,279,2026-04-16T15:02:06.052460+00:00
GOOGL,138.29,421,2026-04-16T15:02:06.153434+00:00
MSFT,412.85,113,2026-04-16T15:02:06.254340+00:00
AAPL,183.78,426,2026-04-16T15:02:06.355567+00:00
AMZN,184.75,218,2026-04-16T15:02:06.456544+00:00
TSLA,174.68,303,2026-04-16T15:02:06.557424+00:00
AMZN,184.43,425,2026-04-16T15:02:06.657888+00:00
AMZN,184.63,33,2026-04-16T15:02:06.758716+00:00
AMZN,184.47,213,2026-04-16T15:02:06.859696+00:00
AAPL,183.98,471,2026-04-16T15:02:06.960565+00:00
TSLA,174.79,149,2026-04-16T15:02:07.061841+00:00
MSFT,412.77,256,2026-04-16T15:02:07.162801+00:00
MSFT,413.22,218,2026-04-16T15:02:07.263728+00:00
AMZN,184.27,65,2026-04-16T15:02:07.364484+00:00
GOOGL,138.07,482,2026-04-16T15:02:07.465405+00:00
TSLA,174.92,72,2026-04-16T15:02:07.566304+00:00
MSFT,413.6,103,2026-04-16T15:02:07.667085+00:00
MSFT,413.6,295,2026-04-16T15:02:07.767525+00:00
MSFT,413.16,57,2026-04-16T15:02:07.868362+00:00
TSLA,174.46,179,2026-04-16T15:02:07.969334+00:00
TSLA,174.44,392,2026-04-16T15:02:08.070233+00:00
AMZN,184.53,135,2026-04-16T15:02:08.170596+00:00
MSFT,412.87,194,2026-04-16T15:02:08.271398+00:00
AAPL,184.34,326,2026-04-16T15:02:08.371916+00:00
AMZN,184.22,340,2026-04-16T15:02:08.472819+00:00
AAPL,183.9,473,2026-04-16T15:02:08.573708+00:00
TSLA,174.34,97,2026-04-16T15:02:08.674556+00:00
AMZN,184.34,346,2026-04-16T15:02:08.775361+00:00
GOOGL,138.31,419,2026-04-16T15:02:08.875717+00:00
AMZN,184.52,458,2026-04-16T15:02:08.976697+00:00
MSFT,412.71,263,2026-04-16T15:02:09.077580+00:00
GOOGL,138.28,413,2026-04-16T15:02:09.178580+00:00
MSFT,412.86,494,2026-04-16T15:02:09.278994+00:00
MSFT,412.67,456,2026-04-16T15:02:09.379843+00:00
TSLA,174.8,64,2026-04-16T15:02:09.480764+00:00
MSFT,412.64,212,2026-04-16T15:02:09.581635+00:00
MSFT,412.17,448,2026-04-16T15:02:09.682354+00:00
GOOGL,138.75,210,2026-04-16T15:02:09.783046+00:00
MSFT,412.11,471,2026-04-16T15:02:09.883897+00:00
AMZN,184.6,450,2026-04-16T15:02:09.984343+00:00
AMZN,184.43,427,2026-04-16T15:02:10.085187+00:00
MSFT,411.69,437,2026-04-16T15:02:10.186007+00:00
MSFT,412.04,480,2026-04-16T15:02:10.286770+00:00
AMZN,184.73,225,2026-04-16T15:02:10.387672+00:00
MSFT,411.88,221,2026-04-16T15:02:10.488538+00:00
TSLA,174.86,409,2026-04-16T15:02:10.589431+00:00
AAPL,183.47,89,2026-04-16T15:02:10.689839+00:00
MSFT,412.1,46,2026-04-16T15:02:10.790458+00:00
AMZN,184.45,80,2026-04-16T15:02:10.891330+00:00
TSLA,174.78,337,2026-04-16T15:02:10.992150+00:00
MSFT,412.25,374,2026-04-16T15:02:11.092573+00:00
TSLA,175.22,216,2026-04-16T15:02:11.193405+00:00
GOOGL,138.57,448,2026-04-16T15:02:11.294641+00:00
MSFT,412.55,15,2026-04-16T15:02:11.395515+00:00
AMZN,184.2,68,2026-04-16T15:02:11.496341+00:00
TSLA,175.53,182,2026-04-16T15:02:11.597187+00:00
TSLA,175.5,378,2026-04-16T15:02:11.698027+00:00
AMZN,184.02,248,2026-04-16T15:02:11.798744+00:00
AAPL,183.61,55,2026-04-16T15:02:11.899674+00:00
AMZN,184.23,413,2026-04-16T15:02:12.000176+00:00
MSFT,412.88,52,2026-04-16T15:02:12.101129+00:00
AAPL,183.6,144,2026-04-16T15:02:12.200451+00:00
AAPL,183.83,213,2026-04-16T15:02:12.301407+00:00
TSLA,175.68,169,2026-04-16T15:02:12.402345+00:00
TSLA,176.14,49,2026-04-16T15:02:12.503373+00:00
MSFT,413.21,343,2026-04-16T15:02:12.604264+00:00
GOOGL,138.73,114,2026-04-16T15:02:12.704700+00:00
MSFT,413.42,337,2026-04-16T15:02:12.805132+00:00
MSFT,413.59,304,2026-04-16T15:02:12.906062+00:00
TSLA,175.73,156,2026-04-16T15:02:13.007133+00:00
AMZN,184.18,23,2026-04-16T15:02:13.107981+00:00
GOOGL,138.97,385,2026-04-16T15:02:13.208796+00:00
MSFT,413.2,292,2026-04-16T15:02:13.309608+00:00
MSFT,412.92,395,2026-04-16T15:02:13.410022+00:00
AMZN,184.42,306,2026-04-16T15:02:13.510844+00:00
MSFT,412.97,191,2026-04-16T15:02:13.611742+00:00
AMZN,184.57,21,2026-04-16T15:02:13.712172+00:00
MSFT,413.15,69,2026-04-16T15:02:13.812969+00:00
AMZN,184.97,12,2026-04-16T15:02:13.913416+00:00
AMZN,184.91,31,2026-04-16T15:02:14.013844+00:00
AMZN,184.85,194,2026-04-16T15:02:14.114256+00:00
AMZN,185.09,237,2026-04-16T15:02:14.215108+00:00
AMZN,184.89,259,2026-04-16T15:02:14.315868+00:00
AMZN,185.04,42,2026-04-16T15:02:14.416732+00:00
MSFT,413.23,213,2026-04-16T15:02:14.517355+00:00
AAPL,184.24,459,2026-04-16T15:02:14.618148+00:00
AAPL,183.89,391,2026-04-16T15:02:14.719044+00:00
GOOGL,138.61,108,2026-04-16T15:02:14.819725+00:00
TSLA,175.27,383,2026-04-16T15:02:14.920076+00:00
AMZN,185.46,173,2026-04-16T15:02:15.020888+00:00
GOOGL,138.72,476,2026-04-16T15:02:15.121676+00:00
GOOGL,138.32,303,2026-04-16T15:02:15.222123+00:00
TSLA,175.24,436,2026-04-16T15:02:15.323038+00:00
GOOGL,138.55,136,2026-04-16T15:02:15.423929+00:00
MSFT,412.79,216,2026-04-16T15:02:15.525030+00:00
AMZN,185.94,370,2026-04-16T15:02:15.625997+00:00
TSLA,174.81,467,2026-04-16T15:02:15.727035+00:00
GOOGL,138.37,158,2026-04-16T15:02:15.827482+00:00
MSFT,412.64,467,2026-04-16T15:02:15.928376+00:00
GOOGL,138.19,352,2026-04-16T15:02:16.029640+00:00
